"WORD";"FREQUENCY";"NOOFFILES";"TF";"IDF";"TFIDF";"FLAG"
"pak";5.0;5.0;0.0;0.0;0.0;1.0
"possible";20.0;17.0;0.0;0.0;0.0;1.0
"chopal";1.0;1.0;0.0;0.0;0.0;1.0
"grass";5.0;3.0;0.0;0.0;0.0;1.0
"naeem";4.0;4.0;0.0;0.0;0.0;1.0
"majaraj";1.0;1.0;0.0;0.0;0.0;1.0
"rajbhar";1.0;1.0;0.0;0.0;0.0;1.0
"declarate";5.0;4.0;0.0;0.0;0.0;1.0
"jk";2.0;2.0;0.0;0.0;0.0;1.0
"bhamashah";1.0;1.0;0.0;0.0;0.0;1.0
"murmu";2.0;2.0;0.0;0.0;0.0;1.0
"diva";1.0;1.0;0.0;0.0;0.0;1.0
"pravasi";1.0;1.0;0.0;0.0;0.0;1.0
"slumdwellers";1.0;1.0;0.0;0.0;0.0;1.0
"anna";12.0;8.0;0.0;0.0;0.0;1.0
"ashish";2.0;2.0;0.0;0.0;0.0;1.0
"blot";1.0;1.0;0.0;0.0;0.0;1.0
"dispensate";9.0;7.0;0.0;0.0;0.0;1.0
"citizenship";1.0;1.0;0.0;0.0;0.0;1.0
"farce";1.0;1.0;0.0;0.0;0.0;1.0
"brook";1.0;1.0;0.0;0.0;0.0;1.0
"swap";1.0;1.0;0.0;0.0;0.0;1.0
"subhas";1.0;1.0;0.0;0.0;0.0;1.0
"cuttack";1.0;1.0;0.0;0.0;0.0;1.0
"henderson";1.0;1.0;0.0;0.0;0.0;1.0
"netaji";1.0;1.0;0.0;0.0;0.0;1.0
"deregulate";1.0;1.0;0.0;0.0;0.0;1.0
"incurs";1.0;1.0;0.0;0.0;0.0;1.0
"degree";1.0;1.0;0.0;0.0;0.0;1.0
"cauvery";3.0;1.0;0.0;0.0;0.0;1.0
"inact";1.0;1.0;0.0;0.0;0.0;1.0
"haribhau";1.0;1.0;0.0;0.0;0.0;1.0
"wardha";1.0;1.0;0.0;0.0;0.0;1.0
"ls";2.0;2.0;0.0;0.0;0.0;1.0
"murmur";1.0;1.0;0.0;0.0;0.0;1.0
"instill";2.0;2.0;0.0;0.0;0.0;1.0
"brahmdutt";1.0;1.0;0.0;0.0;0.0;1.0
"liste";1.0;1.0;0.0;0.0;0.0;1.0
"nightmare";1.0;1.0;0.0;0.0;0.0;1.0
"conveni";1.0;1.0;0.0;0.0;0.0;1.0
"ambedkar";3.0;3.0;0.0;0.0;0.0;1.0
"alipurduar";2.0;1.0;0.0;0.0;0.0;1.0
"jaishankar";1.0;1.0;0.0;0.0;0.0;1.0
"prashikshan";1.0;1.0;0.0;0.0;0.0;1.0
"indianness";12.0;2.0;0.0;0.0;0.0;1.0
"mengle";1.0;1.0;0.0;0.0;0.0;1.0
"sanjeev";8.0;2.0;0.0;0.0;0.0;1.0
"king";5.0;2.0;0.0;0.0;0.0;1.0
"multinationals";1.0;1.0;0.0;0.0;0.0;1.0
"bawana";2.0;2.0;0.0;0.0;0.0;1.0
"sood";1.0;1.0;0.0;0.0;0.0;1.0
"nandnagri";1.0;1.0;0.0;0.0;0.0;1.0
"sathiaon";1.0;1.0;0.0;0.0;0.0;1.0
"offere";1.0;1.0;0.0;0.0;0.0;1.0
"yogendra";18.0;7.0;0.0;0.0;0.0;1.0
"kickstarts";2.0;1.0;0.0;0.0;0.0;1.0
"caution";5.0;4.0;0.0;0.0;0.0;1.0
"respond";7.0;3.0;0.0;0.0;0.0;1.0
"ingredi";1.0;1.0;0.0;0.0;0.0;1.0
"sympathy";3.0;3.0;0.0;0.0;0.0;1.0
"sps";4.0;3.0;0.0;0.0;0.0;1.0
"investor";6.0;6.0;0.0;0.0;0.0;1.0
"painte";1.0;1.0;0.0;0.0;0.0;1.0
"coundown";1.0;1.0;0.0;0.0;0.0;1.0
"singur";1.0;1.0;0.0;0.0;0.0;1.0
"vikash";2.0;1.0;0.0;0.0;0.0;1.0
"im";1.0;1.0;0.0;0.0;0.0;1.0
"nifts";1.0;1.0;0.0;0.0;0.0;1.0
"machete";1.0;1.0;0.0;0.0;0.0;1.0
"acronym";1.0;1.0;0.0;0.0;0.0;1.0
"hotspot";1.0;1.0;0.0;0.0;0.0;1.0
"scindia";6.0;4.0;0.0;0.0;0.0;1.0
"sushmita";2.0;2.0;0.0;0.0;0.0;1.0
"dev";4.0;3.0;0.0;0.0;0.0;1.0
"debate";37.0;20.0;0.0;0.0;0.0;1.0
"kamal";6.0;6.0;0.0;0.0;0.0;1.0
"din";11.0;10.0;0.0;0.0;0.0;1.0
"refuse";2.0;2.0;0.0;0.0;0.0;1.0
"hooda";3.0;3.0;0.0;0.0;0.0;1.0
"geete";4.0;2.0;0.0;0.0;0.0;1.0
"water";33.0;25.0;0.0;0.0;0.0;1.0
"evene";21.0;21.0;0.0;0.0;0.0;1.0
"fallout";3.0;3.0;0.0;0.0;0.0;1.0
"rise";7.0;7.0;0.0;0.0;0.0;1.0
"militance";6.0;6.0;0.0;0.0;0.0;1.0
"ramesh";17.0;8.0;0.0;0.0;0.0;1.0
"friday";99.0;74.0;0.0;0.0;0.0;1.0
"thursday";73.0;63.0;0.0;0.0;0.0;1.0
"assist";6.0;4.0;0.0;0.0;0.0;1.0
"door";33.0;22.0;0.0;0.0;0.0;1.0
"margdarshak";1.0;1.0;0.0;0.0;0.0;1.0
"aggarwal";1.0;1.0;0.0;0.0;0.0;1.0
"pedestrianisation";1.0;1.0;0.0;0.0;0.0;1.0
"mighty";2.0;2.0;0.0;0.0;0.0;1.0
"rajapur";2.0;2.0;0.0;0.0;0.0;1.0
"atomic";1.0;1.0;0.0;0.0;0.0;1.0
"tamar";1.0;1.0;0.0;0.0;0.0;1.0
"seraikella";1.0;1.0;0.0;0.0;0.0;1.0
"sisai";1.0;1.0;0.0;0.0;0.0;1.0
"tally";13.0;9.0;0.0;0.0;0.0;1.0
"encounter";8.0;5.0;0.0;0.0;0.0;1.0
"snowfall";1.0;1.0;0.0;0.0;0.0;1.0
"sarpanches";1.0;1.0;0.0;0.0;0.0;1.0
"jajoria";1.0;1.0;0.0;0.0;0.0;1.0
"access";5.0;5.0;0.0;0.0;0.0;1.0
"governance";27.0;21.0;0.0;0.0;0.0;1.0
"mohd";9.0;6.0;0.0;0.0;0.0;1.0
"zilla";5.0;3.0;0.0;0.0;0.0;1.0
"parishad";4.0;3.0;0.0;0.0;0.0;1.0
"challenge";26.0;20.0;0.0;0.0;0.0;1.0
"navi";3.0;2.0;0.0;0.0;0.0;1.0
"pune";4.0;3.0;0.0;0.0;0.0;1.0
"bmc";4.0;3.0;0.0;0.0;0.0;1.0
"syeda";1.0;1.0;0.0;0.0;0.0;1.0
"parimal";1.0;1.0;0.0;0.0;0.0;1.0
"sjd";8.0;1.0;0.0;0.0;0.0;1.0
"demography";5.0;2.0;0.0;0.0;0.0;1.0
"virtue";2.0;2.0;0.0;0.0;0.0;1.0
"center";6.0;2.0;0.0;0.0;0.0;1.0
"record";27.0;19.0;0.0;0.0;0.0;1.0
"petit";5.0;4.0;0.0;0.0;0.0;1.0
"taxe";2.0;2.0;0.0;0.0;0.0;1.0
"staff";6.0;2.0;0.0;0.0;0.0;1.0
"ministry";78.0;34.0;0.0;0.0;0.0;1.0
"bench";5.0;3.0;0.0;0.0;0.0;1.0
"display";3.0;3.0;0.0;0.0;0.0;1.0
"copy";12.0;9.0;0.0;0.0;0.0;1.0
"society";20.0;17.0;0.0;0.0;0.0;1.0
"mass";13.0;10.0;0.0;0.0;0.0;1.0
"mekedatu";1.0;1.0;0.0;0.0;0.0;1.0
"tendence";2.0;2.0;0.0;0.0;0.0;1.0
"criticise";2.0;2.0;0.0;0.0;0.0;1.0
"mukti";4.0;4.0;0.0;0.0;0.0;1.0
"planne";74.0;15.0;0.0;0.0;0.0;1.0
"shangus";2.0;1.0;0.0;0.0;0.0;1.0
"nail";3.0;2.0;0.0;0.0;0.0;1.0
"jury";1.0;1.0;0.0;0.0;0.0;1.0
"tripathy";1.0;1.0;0.0;0.0;0.0;1.0
"credible";5.0;3.0;0.0;0.0;0.0;1.0
"neglect";2.0;2.0;0.0;0.0;0.0;1.0
"chao";3.0;3.0;0.0;0.0;0.0;1.0
"nsu";1.0;1.0;0.0;0.0;0.0;1.0
"brt";1.0;1.0;0.0;0.0;0.0;1.0
"migrate";1.0;1.0;0.0;0.0;0.0;1.0
"girdhari";1.0;1.0;0.0;0.0;0.0;1.0
"acquittal";1.0;1.0;0.0;0.0;0.0;1.0
"gulmarg";6.0;4.0;0.0;0.0;0.0;1.0
"appointee";1.0;1.0;0.0;0.0;0.0;1.0
"moin";1.0;1.0;0.0;0.0;0.0;1.0
"assumpt";1.0;1.0;0.0;0.0;0.0;1.0
"munde";23.0;4.0;0.0;0.0;0.0;1.0
"dhananjay";20.0;3.0;0.0;0.0;0.0;1.0
"gopinath";9.0;3.0;0.0;0.0;0.0;1.0
"cheque";8.0;2.0;0.0;0.0;0.0;1.0
"singhvi";15.0;6.0;0.0;0.0;0.0;1.0
"hand";69.0;49.0;0.0;0.0;0.0;1.0
"p";51.0;35.0;0.0;0.0;0.0;1.0
"as";2.0;2.0;0.0;0.0;0.0;1.0
"problem";47.0;36.0;0.0;0.0;0.0;1.0
"rjd";58.0;29.0;0.0;0.0;0.0;1.0
"service";20.0;15.0;0.0;0.0;0.0;1.0
"jettison";2.0;2.0;0.0;0.0;0.0;1.0
"committal";2.0;2.0;0.0;0.0;0.0;1.0
"mukhtar";14.0;13.0;0.0;0.0;0.0;1.0
"ramakrishna";3.0;3.0;0.0;0.0;0.0;1.0
"mood";8.0;8.0;0.0;0.0;0.0;1.0
"jd";106.0;30.0;0.0;0.0;0.0;1.0
"god";4.0;4.0;0.0;0.0;0.0;1.0
"good";8.0;7.0;0.0;0.0;0.0;1.0
"form";13.0;11.0;0.0;0.0;0.0;1.0
"badnore";3.0;3.0;0.0;0.0;0.0;1.0
"gst";2.0;2.0;0.0;0.0;0.0;1.0
"cannot";37.0;35.0;0.0;0.0;0.0;1.0
"manu";2.0;2.0;0.0;0.0;0.0;1.0
"principle";11.0;10.0;0.0;0.0;0.0;1.0
"ceile";3.0;3.0;0.0;0.0;0.0;1.0
"resignate";25.0;19.0;0.0;0.0;0.0;1.0
"upa";39.0;29.0;0.0;0.0;0.0;1.0
"lie";3.0;3.0;0.0;0.0;0.0;1.0
"detail";24.0;20.0;0.0;0.0;0.0;1.0
"host";12.0;11.0;0.0;0.0;0.0;1.0
"law";98.0;53.0;0.0;0.0;0.0;1.0
"stage";20.0;19.0;0.0;0.0;0.0;1.0
"naqvi";17.0;14.0;0.0;0.0;0.0;1.0
"labour";11.0;7.0;0.0;0.0;0.0;1.0
"u";122.0;39.0;0.0;0.0;0.0;1.0
"tax";10.0;5.0;0.0;0.0;0.0;1.0
"finalisate";3.0;3.0;0.0;0.0;0.0;1.0
"r";16.0;11.0;0.0;0.0;0.0;1.0
"backfoot";4.0;4.0;0.0;0.0;0.0;1.0
"nadda";8.0;6.0;0.0;0.0;0.0;1.0
"abbas";14.0;13.0;0.0;0.0;0.0;1.0
"agenda";63.0;40.0;0.0;0.0;0.0;1.0
"unity";15.0;10.0;0.0;0.0;0.0;1.0
"discomfiture";2.0;2.0;0.0;0.0;0.0;1.0
"abhishek";6.0;6.0;0.0;0.0;0.0;1.0
"will";10.0;9.0;0.0;0.0;0.0;1.0
"motion";15.0;10.0;0.0;0.0;0.0;1.0
"baby";4.0;4.0;0.0;0.0;0.0;1.0
"v";19.0;18.0;0.0;0.0;0.0;1.0
"prahlad";1.0;1.0;0.0;0.0;0.0;1.0
"kannauj";1.0;1.0;0.0;0.0;0.0;1.0
"panch";1.0;1.0;0.0;0.0;0.0;1.0
"katiya";1.0;1.0;0.0;0.0;0.0;1.0
"aradhana";1.0;1.0;0.0;0.0;0.0;1.0
"hr";1.0;1.0;0.0;0.0;0.0;1.0
"bijnore";1.0;1.0;0.0;0.0;0.0;1.0
"ujala";1.0;1.0;0.0;0.0;0.0;1.0
"ambedkarnagar";1.0;1.0;0.0;0.0;0.0;1.0
"najeebabad";1.0;1.0;0.0;0.0;0.0;1.0
"inaugurate";1.0;1.0;0.0;0.0;0.0;1.0
"slave";2.0;1.0;0.0;0.0;0.0;1.0
"thief";1.0;1.0;0.0;0.0;0.0;1.0
"madam";1.0;1.0;0.0;0.0;0.0;1.0
"kripal";2.0;2.0;0.0;0.0;0.0;1.0
"couterparts";2.0;2.0;0.0;0.0;0.0;1.0
"counte";1.0;1.0;0.0;0.0;0.0;1.0
"gimmick";1.0;1.0;0.0;0.0;0.0;1.0
"rashtravadichi";1.0;1.0;0.0;0.0;0.0;1.0
"cwc";5.0;2.0;0.0;0.0;0.0;1.0
"sheila";5.0;5.0;0.0;0.0;0.0;1.0
"prophet";2.0;1.0;0.0;0.0;0.0;1.0
"palani";4.0;1.0;0.0;0.0;0.0;1.0
"dixit";2.0;2.0;0.0;0.0;0.0;1.0
"helicopter";5.0;3.0;0.0;0.0;0.0;1.0
"nepal";8.0;6.0;0.0;0.0;0.0;1.0
"ty";25.0;17.0;0.0;0.0;0.0;1.0
"mark";11.0;9.0;0.0;0.0;0.0;1.0
"version";3.0;3.0;0.0;0.0;0.0;1.0
"defence";18.0;12.0;0.0;0.0;0.0;1.0
"commit";9.0;9.0;0.0;0.0;0.0;1.0
"hindustan";2.0;2.0;0.0;0.0;0.0;1.0
"ltd";2.0;2.0;0.0;0.0;0.0;1.0
"warne";3.0;3.0;0.0;0.0;0.0;1.0
"chopper";2.0;2.0;0.0;0.0;0.0;1.0
"engine";3.0;3.0;0.0;0.0;0.0;1.0
"congressmen";1.0;1.0;0.0;0.0;0.0;1.0
"hoarse";2.0;2.0;0.0;0.0;0.0;1.0
"indiraji";1.0;1.0;0.0;0.0;0.0;1.0
"showe";1.0;1.0;0.0;0.0;0.0;1.0
"heroe";1.0;1.0;0.0;0.0;0.0;1.0
"sujanpur";1.0;1.0;0.0;0.0;0.0;1.0
"hindu";83.0;40.0;0.0;0.0;0.0;1.0
"game";26.0;10.0;0.0;0.0;0.0;1.0
"meanwhile";2.0;2.0;0.0;0.0;0.0;1.0
"rehabilitate";12.0;5.0;0.0;0.0;0.0;1.0
"play";4.0;4.0;0.0;0.0;0.0;1.0
"democratic";32.0;28.0;0.0;0.0;0.0;1.0
"delimitate";1.0;1.0;0.0;0.0;0.0;1.0
"moment";10.0;10.0;0.0;0.0;0.0;1.0
"complac";3.0;2.0;0.0;0.0;0.0;1.0
"consolidate";3.0;3.0;0.0;0.0;0.0;1.0
"meerut";2.0;2.0;0.0;0.0;0.0;1.0
"riot";20.0;15.0;0.0;0.0;0.0;1.0
"functionary";6.0;5.0;0.0;0.0;0.0;1.0
"parishads";2.0;2.0;0.0;0.0;0.0;1.0
"rival";22.0;20.0;0.0;0.0;0.0;1.0
"american";2.0;2.0;0.0;0.0;0.0;1.0
"urumaya";1.0;1.0;0.0;0.0;0.0;1.0
"motuas";1.0;1.0;0.0;0.0;0.0;1.0
"safal";1.0;1.0;0.0;0.0;0.0;1.0
"manjul";2.0;1.0;0.0;0.0;0.0;1.0
"bhag";2.0;1.0;0.0;0.0;0.0;1.0
"rehman";2.0;2.0;0.0;0.0;0.0;1.0
"cotton";10.0;1.0;0.0;0.0;0.0;1.0
"backdoor";1.0;1.0;0.0;0.0;0.0;1.0
"rampal";1.0;1.0;0.0;0.0;0.0;1.0
"eradic";1.0;1.0;0.0;0.0;0.0;1.0
"outcome";6.0;6.0;0.0;0.0;0.0;1.0
"vinery";1.0;1.0;0.0;0.0;0.0;1.0
"professional";1.0;1.0;0.0;0.0;0.0;1.0
"vyapam";1.0;1.0;0.0;0.0;0.0;1.0
"motilal";1.0;1.0;0.0;0.0;0.0;1.0
"manipulate";1.0;1.0;0.0;0.0;0.0;1.0
"yuva";1.0;1.0;0.0;0.0;0.0;1.0
"gorakhshnath";1.0;1.0;0.0;0.0;0.0;1.0
"vahini";1.0;1.0;0.0;0.0;0.0;1.0
"recognit";2.0;2.0;0.0;0.0;0.0;1.0
"lokpal";7.0;5.0;0.0;0.0;0.0;1.0
"alice";1.0;1.0;0.0;0.0;0.0;1.0
"sourav";8.0;3.0;0.0;0.0;0.0;1.0
"clothe";2.0;1.0;0.0;0.0;0.0;1.0
"auction";6.0;2.0;0.0;0.0;0.0;1.0
"faultlines";1.0;1.0;0.0;0.0;0.0;1.0
"lokniti";1.0;1.0;0.0;0.0;0.0;1.0
"radhakrishna";4.0;4.0;0.0;0.0;0.0;1.0
"yavatmal";1.0;1.0;0.0;0.0;0.0;1.0
"jalna";1.0;1.0;0.0;0.0;0.0;1.0
"debt";1.0;1.0;0.0;0.0;0.0;1.0
"tide";1.0;1.0;0.0;0.0;0.0;1.0
"bagada";1.0;1.0;0.0;0.0;0.0;1.0
"latur";1.0;1.0;0.0;0.0;0.0;1.0
"bedfellow";1.0;1.0;0.0;0.0;0.0;1.0
"showcause";2.0;1.0;0.0;0.0;0.0;1.0
"cooper";2.0;2.0;0.0;0.0;0.0;1.0
"kora";6.0;2.0;0.0;0.0;0.0;1.0
"human";1.0;1.0;0.0;0.0;0.0;1.0
"cvc";1.0;1.0;0.0;0.0;0.0;1.0
"endlaw";1.0;1.0;0.0;0.0;0.0;1.0
"beig";20.0;4.0;0.0;0.0;0.0;1.0
"substitut";2.0;2.0;0.0;0.0;0.0;1.0
"skill";7.0;6.0;0.0;0.0;0.0;1.0
"aspirational";2.0;2.0;0.0;0.0;0.0;1.0
"reliance";3.0;3.0;0.0;0.0;0.0;1.0
"document";14.0;12.0;0.0;0.0;0.0;1.0
"economy";18.0;11.0;0.0;0.0;0.0;1.0
"upadhyay";17.0;8.0;0.0;0.0;0.0;1.0
"preparate";4.0;4.0;0.0;0.0;0.0;1.0
"jansabh";2.0;2.0;0.0;0.0;0.0;1.0
"bringe";1.0;1.0;0.0;0.0;0.0;1.0
"arvinder";4.0;3.0;0.0;0.0;0.0;1.0
"acumen";2.0;2.0;0.0;0.0;0.0;1.0
"mandate";51.0;36.0;0.0;0.0;0.0;1.0
"refusal";4.0;3.0;0.0;0.0;0.0;1.0
"boundary";3.0;3.0;0.0;0.0;0.0;1.0
"institut";20.0;14.0;0.0;0.0;0.0;1.0
"rail";1.0;1.0;0.0;0.0;0.0;1.0
"imitate";1.0;1.0;0.0;0.0;0.0;1.0
"dust";2.0;2.0;0.0;0.0;0.0;1.0
"category";7.0;4.0;0.0;0.0;0.0;1.0
"fault";3.0;3.0;0.0;0.0;0.0;1.0
"rlsp";2.0;2.0;0.0;0.0;0.0;1.0
"janshakti";4.0;4.0;0.0;0.0;0.0;1.0
"aapko";1.0;1.0;0.0;0.0;0.0;1.0
"diktat";1.0;1.0;0.0;0.0;0.0;1.0
"take";1.0;1.0;0.0;0.0;0.0;1.0
"col";2.0;2.0;0.0;0.0;0.0;1.0
"whole";1.0;1.0;0.0;0.0;0.0;1.0
"paresh";2.0;2.0;0.0;0.0;0.0;1.0
"menaka";2.0;2.0;0.0;0.0;0.0;1.0
"thawar";3.0;3.0;0.0;0.0;0.0;1.0
"seth";4.0;1.0;0.0;0.0;0.0;1.0
"expirate";1.0;1.0;0.0;0.0;0.0;1.0
"acc";1.0;1.0;0.0;0.0;0.0;1.0
"khichdi";2.0;1.0;0.0;0.0;0.0;1.0
"dahi";2.0;1.0;0.0;0.0;0.0;1.0
"pullover";1.0;1.0;0.0;0.0;0.0;1.0
"blanket";1.0;1.0;0.0;0.0;0.0;1.0
"checkpoint";2.0;2.0;0.0;0.0;0.0;1.0
"sushant";1.0;1.0;0.0;0.0;0.0;1.0
"chattopadhya";1.0;1.0;0.0;0.0;0.0;1.0
"jallianwala";1.0;1.0;0.0;0.0;0.0;1.0
"decontrol";1.0;1.0;0.0;0.0;0.0;1.0
"motorcycle";1.0;1.0;0.0;0.0;0.0;1.0
"discovery";1.0;1.0;0.0;0.0;0.0;1.0
"irony";1.0;1.0;0.0;0.0;0.0;1.0
"mohinder";1.0;1.0;0.0;0.0;0.0;1.0
"mga";2.0;1.0;0.0;0.0;0.0;1.0
"coloniser";2.0;1.0;0.0;0.0;0.0;1.0
"kumargram";3.0;1.0;0.0;0.0;0.0;1.0
"surgery";5.0;4.0;0.0;0.0;0.0;1.0
"malik";3.0;2.0;0.0;0.0;0.0;1.0
"sugarcane";2.0;2.0;0.0;0.0;0.0;1.0
"pushp";1.0;1.0;0.0;0.0;0.0;1.0
"despair";2.0;2.0;0.0;0.0;0.0;1.0
"insaaniyat";2.0;2.0;0.0;0.0;0.0;1.0
"behest";1.0;1.0;0.0;0.0;0.0;1.0
"bablu";1.0;1.0;0.0;0.0;0.0;1.0
"heel";2.0;2.0;0.0;0.0;0.0;1.0
"induce";4.0;3.0;0.0;0.0;0.0;1.0
"distress";1.0;1.0;0.0;0.0;0.0;1.0
"undoe";3.0;2.0;0.0;0.0;0.0;1.0
"flagship";3.0;2.0;0.0;0.0;0.0;1.0
"guarantee";4.0;3.0;0.0;0.0;0.0;1.0
"ability";4.0;4.0;0.0;0.0;0.0;1.0
"pursuit";2.0;1.0;0.0;0.0;0.0;1.0
"wto";2.0;1.0;0.0;0.0;0.0;1.0
"doha";1.0;1.0;0.0;0.0;0.0;1.0
"bandopadhyay";7.0;3.0;0.0;0.0;0.0;1.0
"phenk";2.0;2.0;0.0;0.0;0.0;1.0
"offence";17.0;8.0;0.0;0.0;0.0;1.0
"fuel";11.0;5.0;0.0;0.0;0.0;1.0
"ec";33.0;15.0;0.0;0.0;0.0;1.0
"jaganathpur";5.0;2.0;0.0;0.0;0.0;1.0
"majhgaon";4.0;2.0;0.0;0.0;0.0;1.0
"kurmis";1.0;1.0;0.0;0.0;0.0;1.0
"manika";2.0;1.0;0.0;0.0;0.0;1.0
"navjawan";1.0;1.0;0.0;0.0;0.0;1.0
"increase";4.0;4.0;0.0;0.0;0.0;1.0
"provis";18.0;14.0;0.0;0.0;0.0;1.0
"suggest";20.0;16.0;0.0;0.0;0.0;1.0
"hurdle";12.0;12.0;0.0;0.0;0.0;1.0
"hamid";4.0;4.0;0.0;0.0;0.0;1.0
"tyagi";5.0;5.0;0.0;0.0;0.0;1.0
"behalf";8.0;7.0;0.0;0.0;0.0;1.0
"tomorrow";14.0;12.0;0.0;0.0;0.0;1.0
"limit";12.0;10.0;0.0;0.0;0.0;1.0
"call";36.0;27.0;0.0;0.0;0.0;1.0
"nothe";50.0;31.0;0.0;0.0;0.0;1.0
"count";5.0;5.0;0.0;0.0;0.0;1.0
"rank";15.0;10.0;0.0;0.0;0.0;1.0
"ansari";11.0;8.0;0.0;0.0;0.0;1.0
"chit";28.0;11.0;0.0;0.0;0.0;1.0
"court";65.0;34.0;0.0;0.0;0.0;1.0
"prefer";6.0;6.0;0.0;0.0;0.0;1.0
"chandan";2.0;1.0;0.0;0.0;0.0;1.0
"maitreyan";2.0;1.0;0.0;0.0;0.0;1.0
"heyday";1.0;1.0;0.0;0.0;0.0;1.0
"ulfa";1.0;1.0;0.0;0.0;0.0;1.0
"amguri";1.0;1.0;0.0;0.0;0.0;1.0
"himanta";1.0;1.0;0.0;0.0;0.0;1.0
"recorde";3.0;2.0;0.0;0.0;0.0;1.0
"neck";4.0;4.0;0.0;0.0;0.0;1.0
"landscape";2.0;2.0;0.0;0.0;0.0;1.0
"intellect";2.0;2.0;0.0;0.0;0.0;1.0
"ss";2.0;2.0;0.0;0.0;0.0;1.0
"herein";1.0;1.0;0.0;0.0;0.0;1.0
"aura";1.0;1.0;0.0;0.0;0.0;1.0
"offshoot";1.0;1.0;0.0;0.0;0.0;1.0
"laundere";6.0;4.0;0.0;0.0;0.0;1.0
"middle";2.0;2.0;0.0;0.0;0.0;1.0
"praise";1.0;1.0;0.0;0.0;0.0;1.0
"mean";2.0;2.0;0.0;0.0;0.0;1.0
"deaddiction";1.0;1.0;0.0;0.0;0.0;1.0
"disarray";1.0;1.0;0.0;0.0;0.0;1.0
"primacy";1.0;1.0;0.0;0.0;0.0;1.0
"vp";1.0;1.0;0.0;0.0;0.0;1.0
"unjha";2.0;1.0;0.0;0.0;0.0;1.0
"banaras";2.0;2.0;0.0;0.0;0.0;1.0
"tat";1.0;1.0;0.0;0.0;0.0;1.0
"un";1.0;1.0;0.0;0.0;0.0;1.0
"weakene";1.0;1.0;0.0;0.0;0.0;1.0
"manisha";2.0;2.0;0.0;0.0;0.0;1.0
"twin";4.0;3.0;0.0;0.0;0.0;1.0
"devender";2.0;2.0;0.0;0.0;0.0;1.0
"dozen";4.0;4.0;0.0;0.0;0.0;1.0
"landmines";2.0;1.0;0.0;0.0;0.0;1.0
"dsps";2.0;1.0;0.0;0.0;0.0;1.0
"surender";1.0;1.0;0.0;0.0;0.0;1.0
"triumph";2.0;2.0;0.0;0.0;0.0;1.0
"cross";1.0;1.0;0.0;0.0;0.0;1.0
"handed";1.0;1.0;0.0;0.0;0.0;1.0
"chankayari";1.0;1.0;0.0;0.0;0.0;1.0
"rotate";1.0;1.0;0.0;0.0;0.0;1.0
"sell";1.0;1.0;0.0;0.0;0.0;1.0
"truck";3.0;3.0;0.0;0.0;0.0;1.0
"ip";6.0;6.0;0.0;0.0;0.0;1.0
"altern";5.0;5.0;0.0;0.0;0.0;1.0
"atal";16.0;12.0;0.0;0.0;0.0;1.0
"hasn";2.0;2.0;0.0;0.0;0.0;1.0
"nawaz";1.0;1.0;0.0;0.0;0.0;1.0
"saheb";1.0;1.0;0.0;0.0;0.0;1.0
"step";32.0;28.0;0.0;0.0;0.0;1.0
"reality";4.0;3.0;0.0;0.0;0.0;1.0
"growth";17.0;14.0;0.0;0.0;0.0;1.0
"market";18.0;13.0;0.0;0.0;0.0;1.0
"booklet";19.0;5.0;0.0;0.0;0.0;1.0
"account";46.0;22.0;0.0;0.0;0.0;1.0
"benefit";20.0;17.0;0.0;0.0;0.0;1.0
"propaganda";6.0;6.0;0.0;0.0;0.0;1.0
"reporter";56.0;51.0;0.0;0.0;0.0;1.0
"treadmill";2.0;1.0;0.0;0.0;0.0;1.0
"clashe";3.0;3.0;0.0;0.0;0.0;1.0
"staye";4.0;4.0;0.0;0.0;0.0;1.0
"faith";17.0;10.0;0.0;0.0;0.0;1.0
"vikramaditya";1.0;1.0;0.0;0.0;0.0;1.0
"swachhta";1.0;1.0;0.0;0.0;0.0;1.0
"bone";1.0;1.0;0.0;0.0;0.0;1.0
"slowly";1.0;1.0;0.0;0.0;0.0;1.0
"composer";1.0;1.0;0.0;0.0;0.0;1.0
"music";1.0;1.0;0.0;0.0;0.0;1.0
"ministerships";1.0;1.0;0.0;0.0;0.0;1.0
"nudge";1.0;1.0;0.0;0.0;0.0;1.0
"wajid";1.0;1.0;0.0;0.0;0.0;1.0
"mould";1.0;1.0;0.0;0.0;0.0;1.0
"acoustic";1.0;1.0;0.0;0.0;0.0;1.0
"sajid";1.0;1.0;0.0;0.0;0.0;1.0
"madhapur";2.0;1.0;0.0;0.0;0.0;1.0
"reddy";2.0;1.0;0.0;0.0;0.0;1.0
"pso";2.0;1.0;0.0;0.0;0.0;1.0
"counsel";4.0;3.0;0.0;0.0;0.0;1.0
"upgradation";2.0;2.0;0.0;0.0;0.0;1.0
"sun";2.0;2.0;0.0;0.0;0.0;1.0
"chamber";3.0;3.0;0.0;0.0;0.0;1.0
"prashant";16.0;7.0;0.0;0.0;0.0;1.0
"spectrum";3.0;3.0;0.0;0.0;0.0;1.0
"disqualific";5.0;3.0;0.0;0.0;0.0;1.0
"squabble";1.0;1.0;0.0;0.0;0.0;1.0
"saamana";1.0;1.0;0.0;0.0;0.0;1.0
"recept";1.0;1.0;0.0;0.0;0.0;1.0
"padhao";1.0;1.0;0.0;0.0;0.0;1.0
"at";1.0;1.0;0.0;0.0;0.0;1.0
